?gocam	?title	?controllers	?taxons	?taxon_labels	?modelstate
<http://model.geneontology.org/R-HSA-9759194>	Nuclear events mediated by NFE2L2 - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1027362	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-2122947>	NOTCH1 Intracellular Domain Regulates Transcription - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-212440,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1604468	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-975871>	MyD88 cascade initiated on plasma membrane - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-936957,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-937051,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-166279	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-937039>	IRAK1 recruits IKK complex - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450819,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-937011	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9755511>	KEAP1-NFE2L2 pathway - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3341270,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-180582,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9759366,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-201711,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3341359,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451336,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-58200,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68819,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73532,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9755290,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-976051	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-5628897>	TP53 Regulates Metabolic Genes - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3341270,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3341359,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73532,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-164316,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-164317,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-61459,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-212663,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-507859,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202074,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450097,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-453132,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-464971,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-467365,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70469,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-372874,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5628829,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-165190,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111740,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-198809,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142735,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3299679,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-380931,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71680	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-977347>	Serine biosynthesis - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8932973,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9017153,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-977344,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-977345,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-977346	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9708530>	Regulation of BACH1 activity - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5635063,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9708443	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9758890>	Transport of RCbl within the body - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5215924,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-350083,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980909,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-266068,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980920,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980925,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8960083	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9758881>	Uptake of dietary cobalamins into enterocytes - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5215924,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264843,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980918,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980920,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3132763,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8960083	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-8951664>	Neddylation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-180582,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68819,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9755290,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5690783,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8951627,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8951623,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8863132,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1234142,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-947632,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8955921,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5697019,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8952511,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-416968	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9753281>	APAP ADME - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1247946,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1258421,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174382,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5433068,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9753567,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9753583,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9753675,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9753787,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9753788	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-975155>	MyD88 dependent cascade initiated on endosome - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975149,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975117,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975167	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-975144>	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450819,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975157	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9749641>	Aspirin ADME - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-158597,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174388,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174920,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3907283,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3968340,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-434469,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-52625,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-561082,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5693688,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5693713,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8856534,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9749603,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9749994,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9750688	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-975110>	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450329,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450272	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9707616>	Heme signaling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111904,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200673	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9707587>	Regulation of HMOX1 expression and activity - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9708544	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-174403>	Glutathione synthesis and recycling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174382,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5433068,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1247905,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1247926,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1247946,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1258421,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174377,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6785917	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-975578>	Reactions specific to the complex N-glycan synthesis pathway - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1028782,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5693805,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5693934,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6786024,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6786025,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975821,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975830	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-933541>	TRAF6 mediated IRF7 activation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450329,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9730456	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9748787>	Azathioprine ADME - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1454927,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1454939,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-158628,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-442272,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-500309,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-58048,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74193,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9750554,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9750562	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-499943>	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-110636,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111795,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3656537,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-482610,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-500740,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-500745,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-504052,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-504058,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-58048,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6786258,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6788783,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6788786,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6809216,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73497,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73519,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9605527,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73532,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2975820,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-56085,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111408,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74205,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-76542,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73501,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73504,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73516,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-464971,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-467365,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111740,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-198809,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71680,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419512,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73640,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-57822,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6788790	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-3299685>	Detoxification of Reactive Oxygen Species - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3341359,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73532,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74244,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-464971,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-467365,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111740,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-198809,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2142735,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3299679,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71680,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419294,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389845,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389849,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3299714,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3341356,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1222368,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3299688,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3299689,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3323008,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3323011,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3323016,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3323058,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3323075,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3341349,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3341350,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3343687,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3697896,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3777109,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3779353,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5696193,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6800144,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6809211,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71674,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-76028	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-3134963>	DEx/H-box helicases activate type I IFN and inflammatory cytokines production - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202506	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9717207>	Sensory perception of sweet, bitter, and umami (glutamate) taste - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-443377,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-443374,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-443375,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2672342,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9717365,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9717389,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9717390,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-169690,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-61695	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-156590>	Glutathione conjugation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174382,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5423602,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2990860,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-52623,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176042,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3301978,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3302000,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5661253,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5693717	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9706019>	RHOBTB3 ATPase cycle - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6813908	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-975163>	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450272	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-400253>	Circadian Clock - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111904,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-421289,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174155	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-5657655>	MGMT-mediated DNA damage reversal - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5657631	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9707564>	Cytoprotection by HMOX1 - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8848007,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-164316,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-164317,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-189382,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-189387,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-266068,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9661427	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-189483>	Heme degradation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174388,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-189382,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-189387,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-266068,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9661427,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-CPE-9661485,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-CPE-9661715,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-CPE-9661737,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-159156,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-159157,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-159191,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-194075,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-194133,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-375571,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9661431,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9661701,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9661727,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9663470	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
